Movie Title,Description,Genre,Cast,Studios
Spider-Man: Into the Spider-Verse,Struggling to find his place in the world while juggling school and family Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities Miles discovers a super collider created by the madman Wilson Kingpin Fisk causing others from across the Spider-Verse to be inadvertently transported to his dimension.,Adventure Animation Action Science Fiction,Shameik Moore Jake Johnson Hailee Steinfeld Mahershala Ali Brian Tyree Henry Lily Tomlin Luna Lauren Velez Zoë Kravitz John Mulaney Kimiko Glenn Nicolas Cage Kathryn Hahn Liev Schreiber Chris Pine Natalie Morales Edwin H. Bravo Oscar Isaac Greta Lee Stan Lee Jorma Taccone Joaquín Cosío Marvin Jones III Kim Yarbrough Lake Bell Jessica Mikayla Adams Gredel Berrios Calladine Sarah D. Cole Kelby Joseph Mimi Davila Claudia Choi Melanie Haynes Joseph Izzo Nick Jaine Muneeb Rehman Carlos Zaragoza Post Malone David Applebee Juan Carlos Arvelo Adam Brown Jon Bruno Darcy Rose Byrnes Oscar Camacho June Christopher Alycia Cooper Michelle Jubilee Gonzalez Terrence Hardy Jr. Bridget Hoffman Rif Hutton Miguel Jiron Harrison Knight Lex Lang Donna Lynn Leavy Andrew Leviton Caitlin McKenna Scott Menville Christopher Miller Arthur Ortiz Juan Pacheco Devika Parikh Shakira Janai Paye Courtney Peldon Chrystee Pharris Jacqueline Pinol Juan Pope Al Rodrigo Joseph Sanfelippo Justin Shenkarow Dennis Singletary Warren Sroka Melissa Sturm Holly Walker Jason Linere-White Ruth Zalduondo,Columbia Pictures Lord Miller Pascal Pictures Sony Pictures Animation Arad Productions Marvel Entertainment
Incredibles 2,Elastigirl springs into action to save the day while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.,Family Action Animation Adventure,Craig T. Nelson Holly Hunter Sarah Vowell Huck Milner Samuel L. Jackson Bob Odenkirk Catherine Keener Jonathan Banks Brad Bird John Ratzenberger Eli Fucile Nicholas Bird Bill Wise Michael Bird Sophia Bush Phil LaMarr Paul Eiding Isabella Rossellini Barry Bostwick Adam Rodriguez Jere Burns Kimberly Adair Clark Usher Adam Gates Michael B. Johnson A.J. LoCascio Alyson Stoner Andrew Kishino Austin Madison Brian Dluhy Cathy Cavadini Dave Fennoy David Cowgill Debi Derryberry Fred Tatasciore Teddy Newton Dennis Singletary Diamond White Eddie Frierson Grace Geller Greg Dykstra Jackie Gonneau Jacqueline Pinol Jean Gilpin Matthew Wood Steve Blum Wally Wingert Max Mittelman,Walt Disney Pictures Pixar
Isle of Dogs,In the future an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.,Comedy Animation Adventure,Bryan Cranston Koyu Rankin Bob Balaban Edward Norton Bill Murray Jeff Goldblum Kunichi Nomura Fisher Stevens Akira Takayama Greta Gerwig Ken Watanabe Frances McDormand Nijiro Murakami Harvey Keitel Liev Schreiber Scarlett Johansson Tilda Swinton Akira Ito F. Murray Abraham Courtney B. Vance Yoko Ono Mari Natsuki Yojiro Noda Frank Wood Roman Coppola Anjelica Huston Kara Hayward Satoshi Yamazaki Gen Ueda Ryuhei Matsuda Jun Takahashi Edward Bursch Luli Shioi Erica Dorn Chinami Narikawa Chris Benz Alex Orman J. Wurster Jake Ryan Takayuki Yamada Kozue Akimoto Shota Matsuda Kiyotaka Mizukoshi Elaiza Ikeda Ryuhei Nakadai Shin Mononobe Ikunosuke Taichi Kodama Karin Okoso,Studio Babelsberg American Empirical Pictures Indian Paintbrush Scott Rudin Productions
Mirai,Unhappy after his new baby sister displaces him four-year-old Kun begins meeting people and pets from his familys history in their unique house in order to help him become the big brother he was meant to be.,Fantasy Drama Animation Family Adventure,Moka Kamishiraishi Haru Kuroki Gen Hoshino Kumiko Aso Mitsuo Yoshihara Yoshiko Miyazaki Koji Yakusho Masaharu Fukuyama Kaede Hondo Jaden Waldman,Studio Chizu D.N. Dream Partners NTT Docomo Nippon Television Network Corporation KADOKAWA
Ralph Breaks the Internet,Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellopes video game Sugar Rush. In way over their heads Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way including an entrepreneur named Yesss who is the head algorithm and the heart and soul of trend-making site BuzzzTube.,Animation Adventure Family Comedy,John C. Reilly Sarah Silverman Gal Gadot Taraji P. Henson Bill Hader Jack McBrayer Timothy Simons Phil Johnston Anika Noni Rose Irene Bedard Kristen Bell Ali Wong Alan Tudyk Idina Menzel Glozell Green Hamish Blake Jane Lynch Mandy Moore Flula Borg Auliʻi Cravalho Ed ONeill Melissa Villaseñor Jennifer Hale Jodi Benson Alfred Molina Ming-Na Wen Della Saba Katie Lowes John DiMaggio Pamela Ribon Jamie Elman Rich Moore Kelly Macdonald Paige OHara Kate Higgins Linda Larkin Roger Craig Smith Raymond S. Persi Sean Giambrone Rebecca Wisocky Sam Richardson Jaboukie Young-White Maurice LaMarche Brad Garrett Anthony Daniels Tim Allen Vin Diesel Colleen Ballinger Dani Fernandez Tiffany Herrera Horatio Sanz Alex Moffat June Squibb Michaela Zee Ana Ortiz Dianna Agron Jason Mantzoukas Fuschia! Corey Burton Jason Hightower Brian Curless Ann Barry Colgin Viveca Paulin Michael Giacchino Kevin Deters Jeremy Milton Jesse Averna Nicole Scherzinger Brittany Kikuchi Olivier Bénard Ben McKee Daniel Platzman Dan Reynolds Wayne Sermon John Lavelle Josie Trinidad Ruth Strother Elise Aliberti Maddix Robinson Bradford Simonsen,Walt Disney Pictures Walt Disney Animation Studios
Cold War,A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments they are fatally mismatched and yet drawn to each other.,Romance Music Drama,Joanna Kulig Tomasz Kot Borys Szyc Agata Kulesza Cédric Kahn Jeanne Balibar Adam Woronowicz Adam Ferency Adam Szyszkowski Dražen Šivak Slavko Sobin Aloïse Sauvage,Opus Film Apocalypso Pictures MK2 Films Film4 Productions ARTE France Cinéma
Never Look Away,German artist Kurt Barnert has escaped East Germany and now lives in West Germany but is tormented by his childhood under the Nazis and the GDR regime.,Drama History Romance,Tom Schilling Sebastian Koch Paula Beer Saskia Rosendahl Oliver Masucci Cai Cohrs Ina Weisse Evgeniy Sidikhin Mark Zak Ulrike C. Tscharre Bastian Trost Hans-Uwe Bauer Hanno Koffler David Schütter Franz Pätzold Hinnerk Schönemann Jeanette Hain Jörg Schüttauf Johanna Gastdorf Florian Bartholomäi Jonas Dassler Ben Becker Lars Eidinger Rainer Bock Pit Bukowski Johannes Allmayer Martin Bruchmann Andreas Nickl Lutz Blochberger Bruno F. Apitz Michaela Caspar Luc Feit Hannes Hellmann Jacob Matschenz Stefan Mehren Manfred Möck Rainer Reiners Anton Rubtsov Chris Theisinger,Pergamon Film Wiedemann & Berg Film Beta Film ARD Degeto BR
Black Panther,King TChalla returns home to the reclusive technologically advanced African nation of Wakanda to serve as his countrys new leader. However TChalla soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings TChalla assumes the Black Panther mantle to join with ex-girlfriend Nakia the queen-mother his princess-kid sister members of the Dora Milaje (the Wakandan special forces) and an American secret agent to prevent Wakanda from being dragged into a world war.,Adventure Science Fiction Action,Chadwick Boseman Michael B. Jordan Lupita Nyongo Danai Gurira Martin Freeman Daniel Kaluuya Letitia Wright Winston Duke Sterling K. Brown Angela Bassett Forest Whitaker Andy Serkis Florence Kasumba John Kani David S. Lee Nabiyah Be Isaach de Bankolé Connie Chiume Dorothy Steel Danny Sapani Sydelle Noel Marija Abney Zola Williams Janeshia Adams-Ginyard Maria Hippolyte Marie Mouroum Jénel Stevens Sope Aluko Stan Lee Atandwa Kani Ashton Tyler Denzel Whitaker Shaunette Renée Wilson Christine Hollingsworth Lucy Hockings Bambadjan Bamba Roland Kilumbu Jermaine Holt Dominique Elijah Smith Jalil Jay Lynch Vaughndio Forbes Sasha Morfaw Alexis Louder Francesca Faridany Mark Ashworth Seth Carr Jeremy Sample Chad Crumley Alexis Rhee Danny Chung Liz Elkins Newcomer Tony Sears Alex C. Riley Hughes Clifford Gay Shamel Heath DeJon Watts Alex R. Hibbert Tristan Timmons Tyler Timmons Abraham Clinkscales Thabo Moropane Zani Mogodi Zenzi Williams Trevor Noah T. Love Sebastian Stan Jamel D. Chambers,Marvel Studios
The Ballad of Buster Scruggs,Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster a wannabe bank robber two weary traveling performers a lone gold prospector a woman traveling the West to an uncertain future and a motley crew of strangers undertaking a carriage ride.,Music Romance Mystery Western Drama Comedy,Tim Blake Nelson Willie Watson Clancy Brown Danny McCarthy David Krumholtz Thomas Wingate Tim DeZarn E.E. Bell Alejandro Patiño Tom Proctor Clinton Roberts Matthew Willig Jesse Youngblood J.J. Dashnaw James Franco Stephen Root Ralph Ineson Mike Watson Brian Brown Ryan Brown Richard Bucher Jesse Luken Michael Cullen Austin Rising James Scotty Augare Liam Neeson Harry Melling Jiji Hise Paul Rae Tom Waits Sam Dillon Bill Heck Zoe Kazan Grainger Hines Jefferson Mays Prudence Wright Holmes Eric Petersen Doris Hargrave Jackamoe Buzzell Ethan Dubin Jordy Laucomer Thea Lux Bret Hughson Rod Rondeaux Raymond Kurshals Jonjo ONeill Brendan Gleeson Saul Rubinek Tyne Daly Chelcie Ross Martin Palmer Billy Lockwood Stephen R. Estler Grace LeSueur Bill Foster,Mike Zoss Productions
Mary Poppins Returns,Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical musical adventures.,Fantasy Family Comedy,Emily Blunt Lin-Manuel Miranda Ben Whishaw Emily Mortimer Pixie Davies Nathanael Saleh Joel Dawson Julie Walters Meryl Streep Colin Firth Jeremy Swift Kobna Holdbrook-Smith Dick Van Dyke Angela Lansbury David Warner Jim Norton Noma Dumezweni Tarik Frimpong Sudha Bhuchar Steve Nicolson Christian Dixon Christopher Godwin John Dagleish Karen Dotrice Ian Conningham Billy Barratt Felix Collar Kate Attwell Chris ODowd Mark Addy Edward Hibbert Ash Shay Barclay Ashley Birchall Johnny Bishop Michael Carroll Jon-Scott Clark Leon Cooke Jack Harrison-Cooper Sean Corrie Momar Diagne Antony Edwards Aston Newman Hannington Jake Moyle Marlon Pelayo James Revell Ted Rogers Charles Ruhrmund Christopher Scott Zac Smith Craig Stein Alex J Sturman Jahrel Thomas Johnny White Teneisha Bonner Lavinia Fitzpatrick Tara Nicole Hughes Hannah Kenna-Thomas Jennifer Leung Rachel Muldoon Cassie Rogers Lorraine Stewart Calvin Chen Johanna Thea Antonio Raul Garcia Raj Awasti Fran Targ Jeremy Azis Nina Kumar Jag Patel Martyn Mayger Steve Carroll,Walt Disney Pictures Marc Platt Productions Lucamar Productions
Mary Queen of Scots,In 1561 Mary Stuart widow of the King of France returns to Scotland reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England because she has a legitimate claim to the English throne. Betrayals rebellions conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power until their tragic fate is finally fulfilled.,Drama History,Saoirse Ronan Margot Robbie Jack Lowden Joe Alwyn David Tennant Guy Pearce Gemma Chan Martin Compston Ismael Cruz Cordova Brendan Coyle Ian Hart James McArdle Richard Cant Guy Rhys Thom Petty Izuka Hoyle John Ramm Simon Russell Beale Maria Dragus Liah OPrey Eileen OHiggins Greg Miller Burns Aneurin Pascoe Adrian Derrick-Palmer Kal Sabir Luke Kidd Adrian Lester Georgia Burnell Alan Turkington Euan Macnaughton Scot Greenan Karen Dunbar Ian Hallard Andrew Rothney Angela Bain Abby Cassidy Shalisha James-Davis Adam Bond Katharine ODonnelly Grace Molony Luke Hobson Ben Wiggins Eldredd Wolf Eric MacLennan Nathen East Daniel Booroff Sean Buchanan Matthew Pidgeon Benjamin Barraclough Jordan Turk Adam Stevenson Chris Grahamson Ed Jones Owen Gorman John Stahl Kadiff Kirwan Alex Beckett Will Rowlands Grant Crookes Philip Gascoyne Daniel Joseph Woolf,Focus Features Working Title Films 3dot Productions Perfect World Pictures
